ref,Chargescomprises:,Classeénergie:,Codepostal:,GES:,Loyermensuel:,Meublé/Nonmeublé:,Pièces:,Référence:,Surface:,Typedebien:,Ville:,ref
706819113,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),540.0,Non meublé,2,10145v,36 m,Appartement,Rennes,706819113
706589556,Oui,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),577.0,Non meublé,3,9978,60 m,Appartement,Rennes,706589556
706876903,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),527.0,Non meublé,2,2383_8289110,43 m,Appartement,Rennes,706876903
706551951,,,35000,,650.0,Non meublé,2,,54 m,Appartement,Rennes,706551951
706561878,Oui,,35000,,675.0,Non meublé,3,13042dq,57 m,Appartement,Rennes,706561878
706819316,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),990.0,Non meublé,5,2401v,108 m,Appartement,Rennes,706819316
686801529,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),1000.0,Non meublé,3,30344,84 m,Appartement,Rennes,686801529
706522205,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),921.0,Non meublé,5,1146.a.04.020,103 m,Appartement,Rennes,706522205
706589583,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1400.0,Non meublé,4,13159v,105 m,Appartement,Rennes,706589583
706515507,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),680.0,Non meublé,3,,70 m,Appartement,Rennes,706515507
670083515,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),431.0,Non meublé,1,13507v-12-me-4,18 m,Appartement,Rennes,670083515
637358109,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),729.0,,3,003-894,72 m,Appartement,Rennes,637358109
706502586,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),720.0,Non meublé,4,,60 m,Appartement,Rennes,706502586
706819306,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),835.0,Non meublé,4,4243v,76 m,Appartement,Rennes,706819306
706488267,,A (moins de 50),35000,B (de 6 &agrave; 10),600.0,Non meublé,2,,48 m,Appartement,Rennes,706488267
515401306,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),666.0,,3,003-468,60 m,Appartement,Rennes,515401306
706589333,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),591.0,Non meublé,2,12330,41 m,Appartement,Rennes,706589333
706589660,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),855.0,Non meublé,3,10303v,77 m,Appartement,Rennes,706589660
706513088,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),550.0,Non meublé,3,l4285,54 m,Appartement,Rennes,706513088
706589637,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),1160.0,Non meublé,5,542v,95 m,Appartement,Rennes,706589637
706595952,Oui,C (de 91 &agrave; 150),35000,,630.0,Non meublé,2,60822,49 m,Appartement,Rennes,706595952
706409420,,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),385.0,Non meublé,2,,25 m,Appartement,Rennes,706409420
669339381,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),669.0,Non meublé,2,asp547329,41 m,Appartement,Rennes,669339381
706376124,,,35000,,600.0,Non meublé,3,,64 m,Appartement,Rennes,706376124
706370818,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),480.0,Non meublé,3,,47 m,Appartement,Rennes,706370818
706279759,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),638.0,Non meublé,3,,60 m,Appartement,Rennes,706279759
706271323,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),540.0,Non meublé,3,,66 m,Appartement,Rennes,706271323
706257394,,E (de 231 &agrave; 330),35000,,540.0,Non meublé,3,,35 m,Appartement,Rennes,706257394
706248317,,,35000,,710.0,,2,,55 m,Appartement,Rennes,706248317
706245200,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),750.0,Non meublé,3,,60 m,Appartement,Rennes,706245200
706227116,,D (de 151 &agrave; 230),35000,Vierge,903.0,Non meublé,5,,100 m,Appartement,Rennes,706227116
706158471,,,35000,,625.0,,2,,38 m,Appartement,Rennes,706158471
669950718,Oui,E (de 231 &agrave; 330),35000,,322.0,Non meublé,1,ges00020088,12 m,Appartement,Rennes,669950718
706005687,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),710.0,Non meublé,3,,63 m,Appartement,Rennes,706005687
669952365,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),606.0,Non meublé,3,g5911,54 m,Appartement,Rennes,669952365
705995783,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),784.0,Non meublé,3,117023e062p4,84 m,Appartement,Rennes,705995783
705995785,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),744.0,Non meublé,3,117023e057qx,67 m,Appartement,Rennes,705995785
705924942,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),780.0,Non meublé,6,,110 m,Appartement,Rennes,705924942
705931182,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),426.0,Non meublé,1,13203v,13 m,Appartement,Rennes,705931182
687495787,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),425.0,Non meublé,2,12589,34 m,Appartement,Rennes,687495787
669503288,Oui,D (de 151 &agrave; 230),35000,,520.0,Non meublé,2,61010,36 m,Appartement,Rennes,669503288
705878747,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),650.0,Non meublé,3,ofw-17589-54833-a,63 m,Appartement,Rennes,705878747
669599632,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),760.0,Non meublé,4,1730-2503500,75 m,Appartement,Rennes,669599632
705972826,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),547.0,Non meublé,2,ges20160207,45 m,Appartement,Rennes,705972826
705970016,Oui,C (de 91 &agrave; 150),35000,,730.0,,3,442-209-q,60 m,Appartement,Rennes,705970016
705680378,,,35000,,405.0,Non meublé,1,,16 m,Appartement,Rennes,705680378
702892111,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),630.0,,1,,40 m,Appartement,Rennes,702892111
664498250,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),725.0,Non meublé,4,g1514am,74 m,Appartement,Rennes,664498250
705744308,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),540.0,Non meublé,1,ofw-17587-51133-a,36 m,Appartement,Rennes,705744308
687388546,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),615.0,Non meublé,2,g2512,46 m,Appartement,Rennes,687388546
705647250,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),499.0,Non meublé,2,,40 m,Appartement,Rennes,705647250
705647048,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),696.0,Non meublé,4,,73 m,Appartement,Rennes,705647048
705984632,Oui,,35000,,380.0,Non meublé,1,46ld,28 m,Appartement,Rennes,705984632
647232807,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),587.0,Non meublé,2,l199,50 m,Appartement,Rennes,647232807
687328410,Oui,D (de 151 &agrave; 230),35000,,466.0,Non meublé,2,50449,30 m,Appartement,Rennes,687328410
705633903,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),560.0,Non meublé,2,,38 m,Appartement,Rennes,705633903
705629612,,,35000,,40.0,Meublé,1,,14 m,Appartement,Rennes,705629612
669395646,Oui,B (de 51 &agrave; 90),35000,A (moins de 5),838.0,,3,003-2895,69 m,Appartement,Rennes,669395646
669371206,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),525.0,Non meublé,2,129_13169,59 m,Appartement,Rennes,669371206
687268311,Oui,D (de 151 &agrave; 230),35000,,638.0,Non meublé,4,0453-011109,71 m,Appartement,Rennes,687268311
669412296,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),734.0,,3,2263,54 m,Appartement,Rennes,669412296
687108831,Oui,,35000,,686.0,,3,7645,63 m,Appartement,Rennes,687108831
705542983,,,35000,,510.0,Non meublé,2,,30 m,Appartement,Rennes,705542983
705537568,,B (de 51 &agrave; 90),35000,A (moins de 5),698.0,Non meublé,3,,58 m,Appartement,Rennes,705537568
705509805,,A (moins de 50),35000,B (de 6 &agrave; 10),620.0,Non meublé,3,,70 m,Appartement,Rennes,705509805
699903855,,,35000,,390.0,Meublé,1,,20 m,Appartement,Rennes,699903855
705457347,,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),569.0,Non meublé,2,,55 m,Appartement,Rennes,705457347
705441782,Non,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),550.0,Non meublé,3,t2rennes,48 m,Appartement,Rennes,705441782
705398579,Non,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),490.0,Non meublé,2,,47 m,Appartement,Rennes,705398579
705535568,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),619.0,Non meublé,2,12348,51 m,Appartement,Rennes,705535568
669127964,,,35000,,420.0,,1,250397,19 m,Appartement,Rennes,669127964
705413069,,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),448.0,Non meublé,2,,34 m,Appartement,Rennes,705413069
705408298,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),420.0,Non meublé,2,,33 m,Appartement,Rennes,705408298
705401950,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),550.0,Non meublé,2,,40 m,Appartement,Rennes,705401950
705597342,Oui,,35000,,750.0,Non meublé,2,nb1164,56 m,Appartement,Rennes,705597342
699753416,Non,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),600.0,Non meublé,3,,70 m,Appartement,Rennes,699753416
705343336,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),540.0,,2,,44 m,Appartement,Rennes,705343336
699333181,Oui,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),681.0,Non meublé,3,1288,69 m,Appartement,Rennes,699333181
705355591,Non,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),440.0,Non meublé,2,,29 m,Appartement,Rennes,705355591
705352394,Oui,,35000,,527.0,Non meublé,1,2170,28 m,Appartement,Rennes,705352394
705352425,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),490.0,Non meublé,1,2172v,27 m,Appartement,Rennes,705352425
687139429,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),503.0,Non meublé,2,60983_6375852,39 m,Appartement,Rennes,687139429
705310073,,,35000,,608.0,Meublé,1,,25 m,Appartement,Rennes,705310073
686958707,Oui,D (de 151 &agrave; 230),35000,,575.0,Non meublé,2,60365,50 m,Appartement,Rennes,686958707
705293911,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),595.0,Non meublé,2,,45 m,Appartement,Rennes,705293911
705535555,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),494.0,Non meublé,2,1276v-20-j-3,21 m,Appartement,Rennes,705535555
705352428,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),725.0,Non meublé,4,11949v-21-m-1,83 m,Appartement,Rennes,705352428
705535521,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),820.0,Non meublé,3,2168v-20-me-1,64 m,Appartement,Rennes,705535521
686927227,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),793.0,Non meublé,5,ges33230076-67,84 m,Appartement,Rennes,686927227
687044585,Oui,,35000,,980.0,Non meublé,3,g1713-2ab,68 m,Appartement,Rennes,687044585
686910008,Oui,D (de 151 &agrave; 230),35000,,600.0,,2,g00162117,44 m,Appartement,Rennes,686910008
705260208,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),531.0,Non meublé,2,sc2009-328,30 m,Appartement,Rennes,705260208
699310452,Non,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),2230.0,Non meublé,7,,195 m,Appartement,Rennes,699310452
705352393,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),664.0,Non meublé,4,12770,69 m,Appartement,Rennes,705352393
705573282,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),700.0,Non meublé,3,2961_10339439,64 m,Appartement,Rennes,705573282
686960823,Oui,Vierge,35000,,333.0,,,60713,11 m,Appartement,Rennes,686960823
705458148,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),558.0,Non meublé,2,g2178sb,35 m,Appartement,Rennes,705458148
705293520,Oui,D (de 151 &agrave; 230),35000,,430.0,Non meublé,1,l279,22 m,Appartement,Rennes,705293520
705158277,,Vierge,35000,Vierge,520.0,Non meublé,2,,40 m,Appartement,Rennes,705158277
686847917,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),365.0,Non meublé,2,10179019,43 m,Appartement,Rennes,686847917
686847918,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),586.0,Non meublé,3,10179021,67 m,Appartement,Rennes,686847918
681869521,Oui,A (moins de 50),35000,B (de 6 &agrave; 10),730.0,Non meublé,3,2514_8678524,60 m,Appartement,Rennes,681869521
705207300,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),500.0,Non meublé,2,ges00530002,40 m,Appartement,Rennes,705207300
705131147,,B (de 51 &agrave; 90),35000,Vierge,915.0,Non meublé,5,,96 m,Appartement,Rennes,705131147
705129894,,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),455.0,Non meublé,2,,32 m,Appartement,Rennes,705129894
705151056,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),1210.0,Non meublé,5,31154,75 m,Appartement,Rennes,705151056
705125317,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),770.0,Non meublé,4,,73 m,Appartement,Rennes,705125317
686827088,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),533.0,Non meublé,2,8506,44 m,Appartement,Rennes,686827088
659337515,,D (de 151 &agrave; 230),35000,,800.0,Non meublé,5,,92 m,Appartement,Rennes,659337515
668854241,Oui,D (de 151 &agrave; 230),35000,A (moins de 5),490.0,Non meublé,2,5776,41 m,Appartement,Rennes,668854241
668854291,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),640.0,,3,6514,68 m,Appartement,Rennes,668854291
704935448,Non,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),570.0,Non meublé,3,,65 m,Appartement,Rennes,704935448
705079350,,Vierge,35000,Vierge,330.0,Non meublé,4,,100 m,Appartement,Rennes,705079350
704926665,Non,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),520.0,Non meublé,2,,47 m,Appartement,Rennes,704926665
700490742,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),660.0,Non meublé,2,,50 m,Appartement,Rennes,700490742
668854312,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),520.0,,2,7504,45 m,Appartement,Rennes,668854312
686847907,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),527.0,Non meublé,3,10179028,63 m,Appartement,Rennes,686847907
686730054,Oui,F (de 331 &agrave; 450),35000,,405.0,,1,eugene-pottier,24 m,Appartement,Rennes,686730054
686847920,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),700.0,Non meublé,3,10179027,62 m,Appartement,Rennes,686847920
705007769,Non,E (de 231 &agrave; 330),35000,,398.0,Non meublé,1,,20 m,Appartement,Rennes,705007769
705041438,Oui,D (de 151 &agrave; 230),35000,,594.0,Non meublé,3,606-851363,62 m,Appartement,Rennes,705041438
704996180,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),340.0,Non meublé,1,,19 m,Appartement,Rennes,704996180
704996015,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),375.0,Non meublé,1,,20 m,Appartement,Rennes,704996015
686847922,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),576.0,Non meublé,4,10179026,83 m,Appartement,Rennes,686847922
686798555,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),470.0,Non meublé,2,6981,32 m,Appartement,Rennes,686798555
704980017,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),690.0,Non meublé,5,,79 m,Appartement,Rennes,704980017
705079151,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),610.0,Non meublé,2,1420,47 m,Appartement,Rennes,705079151
686823159,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),460.0,,2,7675,36 m,Appartement,Rennes,686823159
702921539,Oui,E (de 231 &agrave; 330),35000,,502.0,,2,292,49 m,Appartement,Rennes,702921539
686869335,Oui,B (de 51 &agrave; 90),35000,,533.0,Non meublé,2,nb-705-8506,44 m,Appartement,Rennes,686869335
668854249,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),599.0,,2,7174,40 m,Appartement,Rennes,668854249
686582056,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),460.0,Non meublé,2,4036,41 m,Appartement,Rennes,686582056
671598959,Oui,,35000,C (de 11 &agrave; 20),550.0,Non meublé,2,3603,42 m,Appartement,Rennes,671598959
686582044,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),275.0,Non meublé,1,1341-553g,17 m,Appartement,Rennes,686582044
674788275,Oui,,35000,E (de 36 &agrave; 55),551.0,Non meublé,2,3619,37 m,Appartement,Rennes,674788275
691947916,Non,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),474.0,Non meublé,2,,56 m,Appartement,Rennes,691947916
704940424,Oui,E (de 231 &agrave; 330),35000,,382.0,Non meublé,1,cav-105841-edt,33 m,Appartement,Rennes,704940424
686654733,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),574.0,Non meublé,2,11576,48 m,Appartement,Rennes,686654733
704889007,,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),502.0,Non meublé,2,,44 m,Appartement,Rennes,704889007
702150753,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),660.0,Non meublé,3,lngacb3,66 m,Appartement,Rennes,702150753
668575442,Oui,D (de 151 &agrave; 230),35000,,625.0,,2,60291,50 m,Appartement,Rennes,668575442
705076120,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),526.0,Non meublé,1,g693-01sl,28 m,Appartement,Rennes,705076120
704881241,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),290.0,Non meublé,1,129_13304,15 m,Appartement,Rennes,704881241
686747782,Oui,F (de 331 &agrave; 450),35000,,459.0,Non meublé,2,61929,23 m,Appartement,Rennes,686747782
704826472,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),800.0,Non meublé,2,,54 m,Appartement,Rennes,704826472
704805118,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),655.0,Non meublé,4,,65 m,Appartement,Rennes,704805118
704784607,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),585.0,Non meublé,2,5553,41 m,Appartement,Rennes,704784607
704731002,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),560.0,Non meublé,2,,50 m,Appartement,Rennes,704731002
686488182,Oui,A (moins de 50),35000,B (de 6 &agrave; 10),670.0,Non meublé,2,ng1619,44 m,Appartement,Rennes,686488182
704716881,,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),1200.0,Non meublé,,,100 m,Appartement,Rennes,704716881
704710256,Non,A (moins de 50),35000,B (de 6 &agrave; 10),400.0,Non meublé,1,t1rennes,30 m,Appartement,Rennes,704710256
704784686,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),724.0,Non meublé,3,11574,69 m,Appartement,Rennes,704784686
704687410,,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),495.0,Non meublé,2,,34 m,Appartement,Rennes,704687410
704666556,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),440.0,Meublé,1,,15 m,Appartement,Rennes,704666556
704641119,,A (moins de 50),35000,A (moins de 5),465.0,Meublé,1,,35 m,Appartement,Rennes,704641119
704620340,,Vierge,35000,Vierge,360.0,Meublé,4,,90 m,Appartement,Rennes,704620340
704784609,Oui,,35000,,590.0,Non meublé,2,hg1695,43 m,Appartement,Rennes,704784609
686448581,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),460.0,Non meublé,2,12326,34 m,Appartement,Rennes,686448581
704609510,,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),594.0,Non meublé,2,,33 m,Appartement,Rennes,704609510
704657947,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),805.0,Non meublé,3,l6322,55 m,Appartement,Rennes,704657947
686327036,Oui,C (de 91 &agrave; 150),35000,,472.0,,1,60483,34 m,Appartement,Rennes,686327036
686316101,Oui,D (de 151 &agrave; 230),35000,,720.0,Non meublé,5,62070,80 m,Appartement,Rennes,686316101
704774514,Oui,A (moins de 50),35000,C (de 11 &agrave; 20),490.0,Non meublé,1,6819,29 m,Appartement,Rennes,704774514
704582786,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),646.0,Non meublé,4,9214,67 m,Appartement,Rennes,704582786
704559638,Oui,F (de 331 &agrave; 450),35000,,245.0,,1,614-258-q,15 m,Appartement,Rennes,704559638
704559525,Oui,D (de 151 &agrave; 230),35000,,585.0,,2,715271-q,39 m,Appartement,Rennes,704559525
704559256,Oui,C (de 91 &agrave; 150),35000,,525.0,,2,739-397-q,30 m,Appartement,Rennes,704559256
704558692,Oui,C (de 91 &agrave; 150),35000,,660.0,,2,598-405-q,52 m,Appartement,Rennes,704558692
686308387,Oui,,35000,,830.0,Non meublé,5,duva,70 m,Appartement,Rennes,686308387
704558441,Oui,D (de 151 &agrave; 230),35000,,540.0,,2,horizons-q,42 m,Appartement,Rennes,704558441
704559435,Oui,C (de 91 &agrave; 150),35000,,735.0,,3,447-226-q,60 m,Appartement,Rennes,704559435
704559582,Oui,D (de 151 &agrave; 230),35000,,660.0,,4,501-115-q,75 m,Appartement,Rennes,704559582
704657976,Oui,A (moins de 50),35000,C (de 11 &agrave; 20),740.0,Non meublé,3,g1938tt,69 m,Appartement,Rennes,704657976
704559146,Oui,D (de 151 &agrave; 230),35000,,495.0,,3,394462-q,55 m,Appartement,Rennes,704559146
704558725,Oui,F (de 331 &agrave; 450),35000,,440.0,,1,359-545-q,31 m,Appartement,Rennes,704558725
704559397,Oui,F (de 331 &agrave; 450),35000,,510.0,,2,491-301-q,50 m,Appartement,Rennes,704559397
704559287,Oui,D (de 151 &agrave; 230),35000,,540.0,,1,401-444-q,35 m,Appartement,Rennes,704559287
701492178,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),770.0,Non meublé,3,,71 m,Appartement,Rennes,701492178
704559484,Oui,F (de 331 &agrave; 450),35000,,510.0,,2,733-205-q,30 m,Appartement,Rennes,704559484
704482909,Oui,E (de 231 &agrave; 330),35000,,355.0,Non meublé,1,97,21 m,Appartement,Rennes,704482909
704559411,Oui,D (de 151 &agrave; 230),35000,,475.0,,2,480-531-q,40 m,Appartement,Rennes,704559411
704602928,Oui,D (de 151 &agrave; 230),35000,,500.0,Non meublé,2,160,43 m,Appartement,Rennes,704602928
668217968,Oui,E (de 231 &agrave; 330),35000,,430.0,Non meublé,2,61739,30 m,Appartement,Rennes,668217968
704559045,Oui,E (de 231 &agrave; 330),35000,,550.0,,2,386-205-q,34 m,Appartement,Rennes,704559045
704559608,Oui,D (de 151 &agrave; 230),35000,,575.0,,2,711-204-q,42 m,Appartement,Rennes,704559608
704558955,Oui,E (de 231 &agrave; 330),35000,,490.0,,1,530-485-q,28 m,Appartement,Rennes,704558955
668233761,Oui,D (de 151 &agrave; 230),35000,,540.0,Non meublé,2,60790,30 m,Appartement,Rennes,668233761
686482413,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1077.0,,5,7851,140 m,Appartement,Rennes,686482413
686274578,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),524.0,Non meublé,1,11859,31 m,Appartement,Rennes,686274578
686280235,Oui,E (de 231 &agrave; 330),35000,,475.0,Non meublé,2,ep,47 m,Appartement,Rennes,686280235
704476237,Oui,,35000,,678.0,Non meublé,3,l277,61 m,Appartement,Rennes,704476237
704693839,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),933.0,Non meublé,4,g837ab,82 m,Appartement,Rennes,704693839
704559342,Oui,F (de 331 &agrave; 450),35000,,495.0,,2,510-414-q,47 m,Appartement,Rennes,704559342
704774568,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),430.0,Non meublé,1,7083,35 m,Appartement,Rennes,704774568
704449902,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),930.0,Non meublé,3,l6319,69 m,Appartement,Rennes,704449902
704670130,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),520.0,Non meublé,2,g00163958,45 m,Appartement,Rennes,704670130
704413815,,,35000,,485.0,Non meublé,2,,40 m,Appartement,Rennes,704413815
704403358,Non,D (de 151 &agrave; 230),35000,,630.0,Non meublé,4,bourgeois,74 m,Appartement,Rennes,704403358
704377663,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),400.0,Non meublé,1,,27 m,Appartement,Rennes,704377663
704361187,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),600.0,Non meublé,2,,42 m,Appartement,Rennes,704361187
704330011,,,35000,,450.0,Non meublé,1,,31 m,Appartement,Rennes,704330011
686099312,Oui,,35000,,491.0,,1,7521,30 m,Appartement,Rennes,686099312
704380542,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),410.0,Non meublé,1,584,26 m,Appartement,Rennes,704380542
472062582,,,35000,,900.0,,2,,30 m,Appartement,Rennes,472062582
625769333,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),815.0,Non meublé,4,l1655ab,72 m,Appartement,Rennes,625769333
691026759,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),730.0,Non meublé,3,,68 m,Appartement,Rennes,691026759
704247566,Non,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),652.0,Non meublé,3,,68 m,Appartement,Rennes,704247566
704246654,,,35000,,360.0,Non meublé,1,,18 m,Appartement,Rennes,704246654
704424298,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),801.0,Non meublé,4,ges02960102-154,80 m,Appartement,Rennes,704424298
704380591,Oui,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),390.0,Non meublé,1,12834,16 m,Appartement,Rennes,704380591
704210134,Non,E (de 231 &agrave; 330),35000,,700.0,Non meublé,4,,73 m,Appartement,Rennes,704210134
647760809,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),765.0,Non meublé,3,g1200nd,45 m,Appartement,Rennes,647760809
704210309,Oui,D (de 151 &agrave; 230),35000,,589.0,Non meublé,2,60018,54 m,Appartement,Rennes,704210309
667868636,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),374.0,Non meublé,1,9941v,18 m,Appartement,Rennes,667868636
647790545,Oui,E (de 231 &agrave; 330),35000,,460.0,,2,g00162907,32 m,Appartement,Rennes,647790545
704183569,Oui,D (de 151 &agrave; 230),35000,,746.0,Non meublé,3,27,59 m,Appartement,Rennes,704183569
704380574,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),720.0,Non meublé,3,16115v,70 m,Appartement,Rennes,704380574
