ref,Chargescomprises:,Classeénergie:,Codepostal:,GES:,Loyermensuel:,Meublé/Nonmeublé:,Pièces:,Référence:,Surface:,Typedebien:,Ville:,ref
691440886,Oui,Vierge,35000,,660.0,Non meublé,2,sires35,46 m,Appartement,Rennes,691440886
691377743,,,35000,,360.0,Meublé,,,27 m,Appartement,Rennes,691377743
673814566,Oui,D (de 151 &agrave; 230),35000,,700.0,,3,lapp88675,64 m,Appartement,Rennes,673814566
691526112,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),533.0,Non meublé,2,6399,42 m,Appartement,Rennes,691526112
691281835,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),715.0,Non meublé,3,,62 m,Appartement,Rennes,691281835
673983793,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),530.0,Non meublé,2,033.14,30 m,Appartement,Rennes,673983793
691241949,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),530.0,Non meublé,2,001.14am,41 m,Appartement,Rennes,691241949
691241940,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),475.0,Non meublé,2,g1907am,30 m,Appartement,Rennes,691241940
691523469,Oui,C (de 91 &agrave; 150),35000,,750.0,Non meublé,3,1710,65 m,Appartement,Rennes,691523469
215674228,Oui,E (de 231 &agrave; 330),35000,,475.0,Non meublé,,270,39 m,Appartement,Rennes,215674228
688700281,,,35000,,320.0,,1,,11 m,Appartement,Rennes,688700281
691224086,Oui,E (de 231 &agrave; 330),35000,,635.0,,2,ges01940001,46 m,Appartement,Rennes,691224086
691224087,Oui,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),460.0,,1,ges22270018,35 m,Appartement,Rennes,691224087
673500483,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),480.0,,2,7180,40 m,Appartement,Rennes,673500483
691123672,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),580.0,,2,,50 m,Appartement,Rennes,691123672
691102584,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),370.0,Meublé,1,,12 m,Appartement,Rennes,691102584
691100811,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),360.0,Meublé,1,,12 m,Appartement,Rennes,691100811
691096169,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1120.0,,4,mb0322-13,97 m,Appartement,Rennes,691096169
691224088,Oui,G (de 451 &agrave; 590),35000,,820.0,Non meublé,4,ges47840003,77 m,Appartement,Rennes,691224088
691231186,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),440.0,Non meublé,1,g1873cs,30 m,Appartement,Rennes,691231186
691075694,,,35000,,520.0,Non meublé,2,,48 m,Appartement,Rennes,691075694
691069505,Oui,E (de 231 &agrave; 330),35000,,459.0,,1,g00161908,31 m,Appartement,Rennes,691069505
673500388,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),525.0,,2,6998,43 m,Appartement,Rennes,673500388
690996209,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),488.0,Non meublé,2,961,34 m,Appartement,Rennes,690996209
632918755,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),540.0,Non meublé,2,g1273cs,42 m,Appartement,Rennes,632918755
673500399,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),510.0,,2,6073,39 m,Appartement,Rennes,673500399
690958142,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),500.0,Non meublé,2,g622cs,36 m,Appartement,Rennes,690958142
690978483,Oui,E (de 231 &agrave; 330),35000,,722.0,,3,17271,66 m,Appartement,Rennes,690978483
673221224,Oui,C (de 91 &agrave; 150),35000,,1185.0,,5,g00163644,105 m,Appartement,Rennes,673221224
690913802,Oui,C (de 91 &agrave; 150),35000,,1535.0,Non meublé,4,l267,120 m,Appartement,Rennes,690913802
627384233,Oui,,35000,,510.0,Non meublé,2,2700_9414277,37 m,Appartement,Rennes,627384233
690913794,Oui,,35000,,470.0,Non meublé,1,l268,28 m,Appartement,Rennes,690913794
418123363,Oui,D (de 151 &agrave; 230),35000,,781.0,Non meublé,3,5793-251572,60 m,Appartement,Rennes,418123363
690702154,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),590.0,Non meublé,2,,38 m,Appartement,Rennes,690702154
690647869,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),590.0,Non meublé,1,10768,31 m,Appartement,Rennes,690647869
690625328,Non,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),740.0,,5,009/242,102 m,Appartement,Rennes,690625328
689897157,,Vierge,35000,Vierge,520.0,Non meublé,2,,43 m,Appartement,Rennes,689897157
690647879,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),494.0,Non meublé,2,13416v-10-v-3,42 m,Appartement,Rennes,690647879
690572565,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),783.0,Non meublé,4,2168_8906023,70 m,Appartement,Rennes,690572565
690751268,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),579.0,Non meublé,2,sc2004-036,38 m,Appartement,Rennes,690751268
690672534,Oui,,35000,,540.0,,3,g00360442,60 m,Appartement,Rennes,690672534
308003544,Oui,E (de 231 &agrave; 330),35000,,781.0,,3,g00162173,71 m,Appartement,Rennes,308003544
669345181,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),520.0,Non meublé,,,32 m,Appartement,Rennes,669345181
690522377,,,35000,,490.0,Non meublé,2,,32 m,Appartement,Rennes,690522377
690251724,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),303.0,Meublé,1,,14 m,Appartement,Rennes,690251724
687847013,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),430.0,Non meublé,1,,26 m,Appartement,Rennes,687847013
672789607,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),520.0,Non meublé,2,fl0437127,51 m,Appartement,Rennes,672789607
672441162,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),738.0,Non meublé,3,g2311,78 m,Appartement,Rennes,672441162
688334263,,,35000,,300.0,Meublé,1,,20 m,Appartement,Rennes,688334263
690139150,,,35000,,320.0,Non meublé,1,,24 m,Appartement,Rennes,690139150
690187427,Oui,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),925.0,,4,ges15230410,82 m,Appartement,Rennes,690187427
672337594,Oui,,35000,,510.0,Non meublé,,49,50 m,Appartement,Rennes,672337594
672335072,Oui,E (de 231 &agrave; 330),35000,,420.0,Non meublé,,215,32 m,Appartement,Rennes,672335072
652592687,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),665.0,Non meublé,2,sc2011-068,51 m,Appartement,Rennes,652592687
690038426,,,35000,,600.0,Non meublé,3,,65 m,Appartement,Rennes,690038426
690190254,Oui,F (de 331 &agrave; 450),35000,G (de 81 &agrave; 110),687.0,Non meublé,2,g699-1ab,55 m,Appartement,Rennes,690190254
615651915,Oui,C (de 91 &agrave; 150),35000,,823.0,Non meublé,4,5690-229866,78 m,Appartement,Rennes,615651915
635205613,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),680.0,Non meublé,3,,63 m,Appartement,Rennes,635205613
689955290,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),420.0,Non meublé,2,,21 m,Appartement,Rennes,689955290
689952778,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),520.0,Non meublé,4,,60 m,Appartement,Rennes,689952778
690187424,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),855.0,Non meublé,3,ges15230409,65 m,Appartement,Rennes,690187424
689880883,,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),650.0,Meublé,3,,59 m,Appartement,Rennes,689880883
689783568,,,35000,,555.0,,3,,60 m,Appartement,Rennes,689783568
671590489,Oui,B (de 51 &agrave; 90),35000,D (de 21 &agrave; 35),840.0,,3,7639,64 m,Appartement,Rennes,671590489
689818860,Oui,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),343.0,Non meublé,1,13435,16 m,Appartement,Rennes,689818860
689683257,,Vierge,35000,Vierge,600.0,Non meublé,2,,45 m,Appartement,Rennes,689683257
652190552,Oui,D (de 151 &agrave; 230),35000,,452.0,,1,60516,30 m,Appartement,Rennes,652190552
689644686,Oui,E (de 231 &agrave; 330),35000,,450.0,,1,0249,40 m,Appartement,Rennes,689644686
689692511,Oui,,35000,,947.0,,4,003-210,83 m,Appartement,Rennes,689692511
689643586,Oui,A (moins de 50),35000,,580.0,,2,3669,44 m,Appartement,Rennes,689643586
689692508,Oui,,35000,,876.0,,4,003-2088,80 m,Appartement,Rennes,689692508
689597529,Non,D (de 151 &agrave; 230),35000,,595.0,Non meublé,3,178,72 m,Appartement,Rennes,689597529
689668204,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),325.0,Non meublé,1,l182,17 m,Appartement,Rennes,689668204
672039329,Oui,E (de 231 &agrave; 330),35000,,402.0,Non meublé,1,63548,18 m,Appartement,Rennes,672039329
689612021,Oui,E (de 231 &agrave; 330),35000,,980.0,Non meublé,5,jonc,113 m,Appartement,Rennes,689612021
689596353,Oui,E (de 231 &agrave; 330),35000,,670.0,Non meublé,3,cour,60 m,Appartement,Rennes,689596353
689668280,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),1370.0,Non meublé,4,ofw-15348-44597-b,100 m,Appartement,Rennes,689668280
689869777,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),896.0,Non meublé,4,ges04100009-154,92 m,Appartement,Rennes,689869777
689594643,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),550.0,Non meublé,2,l6285,35 m,Appartement,Rennes,689594643
671910237,Oui,E (de 231 &agrave; 330),35000,,370.0,Non meublé,1,61527,18 m,Appartement,Rennes,671910237
689691339,Oui,,35000,,820.0,,4,003-3284,74 m,Appartement,Rennes,689691339
689600588,Oui,,35000,,785.0,Non meublé,3,62559,70 m,Appartement,Rennes,689600588
643191512,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),390.0,Non meublé,2,,25 m,Appartement,Rennes,643191512
689552852,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),606.0,Non meublé,4,10179020,85 m,Appartement,Rennes,689552852
689514262,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),920.0,Non meublé,4,,83 m,Appartement,Rennes,689514262
689470000,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),478.0,Non meublé,2,,33 m,Appartement,Rennes,689470000
671590506,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),440.0,Non meublé,1,7539,28 m,Appartement,Rennes,671590506
689545810,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),858.0,Non meublé,4,25805_10215260,85 m,Appartement,Rennes,689545810
645772796,Oui,B (de 51 &agrave; 90),35000,,537.0,Non meublé,2,5746-244942,42 m,Appartement,Rennes,645772796
689560816,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),510.0,,2,lapp94907,46 m,Appartement,Rennes,689560816
671800582,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),820.0,Non meublé,3,318l,72 m,Appartement,Rennes,671800582
671590481,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),693.0,Non meublé,3,7686,66 m,Appartement,Rennes,671590481
671590488,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),797.0,,3,7678,70 m,Appartement,Rennes,671590488
671771220,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),470.0,,2,7524,29 m,Appartement,Rennes,671771220
671590458,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),440.0,,2,7628,30 m,Appartement,Rennes,671590458
671590497,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),446.0,,2,7603,25 m,Appartement,Rennes,671590497
671590504,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),426.0,,2,7601,23 m,Appartement,Rennes,671590504
671590464,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),404.0,Non meublé,1,7629,23 m,Appartement,Rennes,671590464
671590490,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),730.0,Non meublé,2,7677,57 m,Appartement,Rennes,671590490
671590534,Oui,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),366.0,,1,7494,21 m,Appartement,Rennes,671590534
630360391,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),725.0,,3,ges22610001,69 m,Appartement,Rennes,630360391
671590463,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),426.0,,2,7602,17 m,Appartement,Rennes,671590463
671590467,Oui,F (de 331 &agrave; 450),35000,D (de 21 &agrave; 35),497.0,Non meublé,2,7591,39 m,Appartement,Rennes,671590467
689358693,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),590.0,Non meublé,2,ofw-17056-52504-c,42 m,Appartement,Rennes,689358693
651900441,Oui,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),516.0,Non meublé,2,sc2007-058,37 m,Appartement,Rennes,651900441
671590477,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),577.0,,2,7477,50 m,Appartement,Rennes,671590477
689321276,Oui,,35000,,575.0,,2,g00161114,51 m,Appartement,Rennes,689321276
689246939,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),1393.0,Non meublé,4,l1785sl,108 m,Appartement,Rennes,689246939
689182604,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),780.0,Non meublé,4,,86 m,Appartement,Rennes,689182604
689179376,Oui,E (de 231 &agrave; 330),35000,,550.0,Non meublé,2,,40 m,Appartement,Rennes,689179376
689068432,,,35000,,470.0,Meublé,2,,30 m,Appartement,Rennes,689068432
689011157,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),403.0,Non meublé,2,,19 m,Appartement,Rennes,689011157
688859127,,,35000,,515.0,Non meublé,2,,55 m,Appartement,Rennes,688859127
688849707,,Vierge,35000,Vierge,470.0,Non meublé,2,,30 m,Appartement,Rennes,688849707
688843978,,,35000,,435.0,Non meublé,1,,35 m,Appartement,Rennes,688843978
688569017,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),580.0,Non meublé,2,,42 m,Appartement,Rennes,688569017
688335864,,C (de 91 &agrave; 150),35000,,585.0,Non meublé,2,,35 m,Appartement,Rennes,688335864
688423428,,,35000,,850.0,Non meublé,4,,85 m,Appartement,Rennes,688423428
688413267,,,35000,,320.0,Meublé,,,9 m,Appartement,Rennes,688413267
688363349,Non,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),510.0,Non meublé,2,t2gare,53 m,Appartement,Rennes,688363349
688301264,Non,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),450.0,Non meublé,2,t2rennes,43 m,Appartement,Rennes,688301264
688272115,,,35000,,300.0,,3,,70 m,Appartement,Rennes,688272115
666273713,,,35000,,535.0,Meublé,2,,45 m,Appartement,Rennes,666273713
